Item,CCI,contributor,/cci_items/cci_item/definition,Note,Parameter,publishdate,creator,index,location,title,version,status,Type,publishdate2,version2
991,CCI-000907,DISA FSO,The organization defines the frequency with which to review and update the physical and environmental protection policy.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
992,CCI-000908,DISA FSO,The organization develops and documents procedures to facilitate the implementation of the physical and environmental protection policy and associated physical and environmental protection controls.,,,9/21/09,NIST,PE-1 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
992,CCI-000908,DISA FSO,The organization develops and documents procedures to facilitate the implementation of the physical and environmental protection policy and associated physical and environmental protection controls.,,,9/21/09,NIST,PE-1.1 (iv and v),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
992,CCI-000908,DISA FSO,The organization develops and documents procedures to facilitate the implementation of the physical and environmental protection policy and associated physical and environmental protection controls.,,,9/21/09,NIST,PE-1 a 2,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
992,CCI-000908,DISA FSO,The organization develops and documents procedures to facilitate the implementation of the physical and environmental protection policy and associated physical and environmental protection controls.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
993,CCI-000909,DISA FSO,The organization disseminates physical and environmental protection procedures to organization-defined personnel or roles.,,,9/21/09,NIST,PE-1 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
993,CCI-000909,DISA FSO,The organization disseminates physical and environmental protection procedures to organization-defined personnel or roles.,,,9/21/09,NIST,PE-1.1 (vi),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
993,CCI-000909,DISA FSO,The organization disseminates physical and environmental protection procedures to organization-defined personnel or roles.,,,9/21/09,NIST,PE-1 a 2,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
993,CCI-000909,DISA FSO,The organization disseminates physical and environmental protection procedures to organization-defined personnel or roles.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
994,CCI-000910,DISA FSO,The organization reviews and updates the current physical and environmental protection procedures in accordance with organization-defined frequency.,,,9/21/09,NIST,PE-1 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
994,CCI-000910,DISA FSO,The organization reviews and updates the current physical and environmental protection procedures in accordance with organization-defined frequency.,,,9/21/09,NIST,PE-1.2 (iv),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
994,CCI-000910,DISA FSO,The organization reviews and updates the current physical and environmental protection procedures in accordance with organization-defined frequency.,,,9/21/09,NIST,PE-1 b 2,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
994,CCI-000910,DISA FSO,The organization reviews and updates the current physical and environmental protection procedures in accordance with organization-defined frequency.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
995,CCI-000911,DISA FSO,The organization defines the frequency with which to review and update the physical and environmental protection procedures.,,,9/21/09,NIST,PE-1 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
995,CCI-000911,DISA FSO,The organization defines the frequency with which to review and update the physical and environmental protection procedures.,,,9/21/09,NIST,PE-1.2 (iii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
995,CCI-000911,DISA FSO,The organization defines the frequency with which to review and update the physical and environmental protection procedures.,,,9/21/09,NIST,PE-1 b 2,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
995,CCI-000911,DISA FSO,The organization defines the frequency with which to review and update the physical and environmental protection procedures.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
996,CCI-000956,DISA FSO,The organization provides the capability of shutting off power to the information system or individual system components in emergency situations.,,,9/21/09,NIST,PE-10 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
996,CCI-000956,DISA FSO,The organization provides the capability of shutting off power to the information system or individual system components in emergency situations.,,,9/21/09,NIST,PE-10.1 (i),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
996,CCI-000956,DISA FSO,The organization provides the capability of shutting off power to the information system or individual system components in emergency situations.,,,9/21/09,NIST,PE-10 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
996,CCI-000956,DISA FSO,The organization provides the capability of shutting off power to the information system or individual system components in emergency situations.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
997,CCI-000957,DISA FSO,The organization places emergency shutoff switches or devices in an organization-defined location by information system or system component to facilitate safe and easy access for personnel.,,,9/21/09,NIST,PE-10 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
997,CCI-000957,DISA FSO,The organization places emergency shutoff switches or devices in an organization-defined location by information system or system component to facilitate safe and easy access for personnel.,,,9/21/09,NIST,PE-10.1 (iii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
997,CCI-000957,DISA FSO,The organization places emergency shutoff switches or devices in an organization-defined location by information system or system component to facilitate safe and easy access for personnel.,,,9/21/09,NIST,PE-10 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
997,CCI-000957,DISA FSO,The organization places emergency shutoff switches or devices in an organization-defined location by information system or system component to facilitate safe and easy access for personnel.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
998,CCI-000958,DISA FSO,The organization defines a location for emergency shutoff switches or devices by information system or system component.,,,9/21/09,NIST,PE-10 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
998,CCI-000958,DISA FSO,The organization defines a location for emergency shutoff switches or devices by information system or system component.,,,9/21/09,NIST,PE-10.1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
998,CCI-000958,DISA FSO,The organization defines a location for emergency shutoff switches or devices by information system or system component.,,,9/21/09,NIST,PE-10 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
998,CCI-000958,DISA FSO,The organization defines a location for emergency shutoff switches or devices by information system or system component.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
999,CCI-000959,DISA FSO,The organization protects emergency power shutoff capability from unauthorized activation.,,,9/21/09,NIST,PE-10 c,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
999,CCI-000959,DISA FSO,The organization protects emergency power shutoff capability from unauthorized activation.,,,9/21/09,NIST,PE-10.1 (iv),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
999,CCI-000959,DISA FSO,The organization protects emergency power shutoff capability from unauthorized activation.,,,9/21/09,NIST,PE-10 c,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
999,CCI-000959,DISA FSO,The organization protects emergency power shutoff capability from unauthorized activation.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
1000,CCI-000960,DISA FSO,The organization provides a short-term uninterruptible power supply to facilitate an orderly shutdown of the information system in the event of a primary power source loss.,,,9/21/09,NIST,PE-11,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
1000,CCI-000960,DISA FSO,The organization provides a short-term uninterruptible power supply to facilitate an orderly shutdown of the information system in the event of a primary power source loss.,,,9/21/09,NIST,PE-11.1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
1000,CCI-000960,DISA FSO,The organization provides a short-term uninterruptible power supply to facilitate an orderly shutdown of the information system in the event of a primary power source loss.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
1001,CCI-000961,DISA FSO,The organization provides a long-term alternate power supply for the information system that is capable of maintaining minimally required operational capability in the event of an extended loss of the primary power source.,,,9/21/09,NIST,PE-11 (1),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
1001,CCI-000961,DISA FSO,The organization provides a long-term alternate power supply for the information system that is capable of maintaining minimally required operational capability in the event of an extended loss of the primary power source.,,,9/21/09,NIST,PE-11 (1).1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
1001,CCI-000961,DISA FSO,The organization provides a long-term alternate power supply for the information system that is capable of maintaining minimally required operational capability in the event of an extended loss of the primary power source.,,,9/21/09,NIST,PE-11 (1),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
1001,CCI-000961,DISA FSO,The organization provides a long-term alternate power supply for the information system that is capable of maintaining minimally required operational capability in the event of an extended loss of the primary power source.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
1002,CCI-000962,DISA FSO,The organization provides a long-term alternate power supply for the information system that is self-contained and not reliant on external power generation.,,,9/21/09,NIST,PE-11 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
1002,CCI-000962,DISA FSO,The organization provides a long-term alternate power supply for the information system that is self-contained and not reliant on external power generation.,,,9/21/09,NIST,PE-11 (2).1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
1002,CCI-000962,DISA FSO,The organization provides a long-term alternate power supply for the information system that is self-contained and not reliant on external power generation.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
1003,CCI-000963,DISA FSO,The organization employs and maintains automatic emergency lighting for the information system that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility.,,,9/21/09,NIST,PE-12,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
1003,CCI-000963,DISA FSO,The organization employs and maintains automatic emergency lighting for the information system that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility.,,,9/21/09,NIST,PE-12.1 (i) (ii)(iii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
